n_val	Epoch	Time(sec)	Loss_train	AUC_dev	AUC_test	Precision_test	Recall_test
2	27	12816.66499	2520.348681	0.884391652	0.812835807	0.716645489	0.783333333
3	1	473.4451974	184540.0491	0.711958981	0.693613965	0.567369386	0.859722222
3	2	946.8152518	16175993331	0.738120084	0.710074201	0.672985782	0.591666667
3	3	1421.265554	6747.837197	0.755813513	0.713527397	0.599544937	0.731944444
3	4	1894.913088	6635.081274	0.763770966	0.72303653	0.607142857	0.731944444
3	5	2372.408713	6114.829456	0.765096714	0.704210426	0.585267407	0.805555556
3	6	2844.37109	1071427.1	0.775972472	0.738055556	0.627659574	0.7375
3	7	3318.452106	6012.414086	0.798447716	0.758713851	0.615546218	0.813888889
3	8	3793.929003	5948.353693	0.782378826	0.754023973	0.619589977	0.755555556
3	9	4271.586141	22136683.34	0.818466609	0.776679985	0.662650602	0.763888889
3	10	4746.794647	4665.377923	0.829534256	0.777054795	0.686351706	0.726388889
3	11	5225.140636	4561.035601	0.827751291	0.783173516	0.696169089	0.731944444
3	12	5701.765633	4903.204602	0.836710533	0.800197869	0.717477004	0.758333333
3	13	6173.700154	4117.652758	0.84053942	0.784923896	0.73757764	0.659722222
3	14	6650.569994	4024.837073	0.844217876	0.806541096	0.712468193	0.777777778
3	15	7121.985995	3857.241617	0.843487042	0.799136225	0.741176471	0.7
3	16	7596.285397	3500.145833	0.848050021	0.807309741	0.719787517	0.752777778
3	17	8072.100504	3277.674501	0.855645314	0.809490107	0.730717185	0.75
3	18	8546.06312	3144.854548	0.858557401	0.808339992	0.740479549	0.729166667
3	19	9019.755908	3019.205542	0.858666374	0.810865677	0.72418136	0.798611111
3	20	9496.074996	2930.208171	0.859276391	0.816453577	0.730263158	0.770833333
3	21	9968.174618	2848.437882	0.858827466	0.815397641	0.723684211	0.763888889
3	22	10441.73641	2565.311639	0.863445821	0.81598554	0.71679198	0.794444444
3	23	10917.68589	2462.197873	0.860455262	0.813283866	0.728494624	0.752777778
3	24	11391.47173	2304.860235	0.861188761	0.814628995	0.725260417	0.773611111
3	25	11865.9044	2265.925747	0.861693653	0.810915145	0.722955145	0.761111111
3	26	12341.72248	2177.142975	0.859924903	0.815743912	0.725721785	0.768055556
3	27	12814.73914	2080.542076	0.860849107	0.812496195	0.730717185	0.75
3	28	13291.00376	2053.618643	0.860896783	0.812252664	0.727150538	0.751388889
4	1	473.573891	8710.597735	0.633045913	0.618040335	0.562043796	0.534722222
4	2	945.5116355	10694.14157	0.706223615	0.704652778	0.67238422	0.544444444
4	3	1419.518383	164617.0143	0.717438866	0.694863014	0.604534005	0.666666667
4	4	1893.185204	6664.746153	0.728824774	0.703978311	0.595719382	0.695833333
4	5	2370.3623	7.74E+17	0.746821731	0.706114916	0.574038462	0.829166667
4	6	2848.703585	11290.86124	0.767703621	0.727553272	0.595551062	0.818055556
4	7	3323.46992	7219.153128	0.775190986	0.714672755	0.62183755	0.648611111
4	8	3799.360808	5913.404568	0.792503542	0.734638508	0.624561404	0.741666667
4	9	4271.588178	5591.732672	0.804549344	0.755288242	0.619587629	0.834722222
4	10	4749.925144	12866.90774	0.793547267	0.760851408	0.624864865	0.802777778
4	11	5223.910179	4804.330349	0.823661773	0.772332572	0.675126904	0.738888889
4	12	5696.171539	4871.110584	0.813868469	0.753894597	0.632	0.768055556
4	13	6171.307474	579955.6485	0.845564063	0.786333714	0.692903226	0.745833333
4	14	6644.267502	4177.768657	0.840512846	0.783171613	0.697009103	0.744444444
4	15	7118.721162	3913.137792	0.847250263	0.794812595	0.693773825	0.758333333
4	16	7595.970783	3761.261696	0.847733005	0.793804224	0.689912827	0.769444444
4	17	8068.251433	3600.29449	0.858358041	0.801539193	0.705583756	0.772222222
4	18	8541.996829	3532.12154	0.858747482	0.800825723	0.716955941	0.745833333
4	19	9014.77524	3396.339856	0.858920206	0.795884703	0.715846995	0.727777778
4	20	9488.201184	3354.385459	0.86241986	0.809208524	0.719638243	0.773611111
4	21	9964.294906	3212.553413	0.861232641	0.799803082	0.705128205	0.763888889
4	22	10445.50325	2970.516254	0.866541321	0.807399163	0.723684211	0.763888889
4	23	10922.1189	2844.695756	0.864284689	0.807500951	0.731739708	0.765277778
4	24	11401.10141	2694.27457	0.865060619	0.810834285	0.732283465	0.775
4	25	11876.39519	2632.575186	0.865257849	0.80988965	0.721649485	0.777777778
4	26	12350.16252	2579.416687	0.866387493	0.811546804	0.732542819	0.772222222
4	27	12825.80636	2541.648666	0.86513207	0.813273402	0.722368421	0.7625
4	28	13301.89111	2438.307444	0.867077799	0.81483067	0.733072917	0.781944444
4	29	13775.00007	2399.371446	0.866565827	0.815410008	0.73046875	0.779166667
4	30	14248.73075	2337.522377	0.866957926	0.815591705	0.731770833	0.780555556
0.85625	0.736775819	0.8125					
